order_id,product_id,add_to_cart_order,reordered
3288254,22035,26,0
2756107,28278,7,1
1044408,6541,25,0
1952565,44282,5,0
80309,15009,4,0
3021917,39928,5,1
545254,20842,10,0
212459,14218,5,1
525968,45007,11,0
1973185,42265,2,1
2595903,41808,6,1
121586,31717,5,1
747443,16823,3,0
1938385,16797,4,0
1205615,5210,19,0
1119071,45185,16,1
3018008,8174,18,1
2505620,8277,14,1
3226584,42736,20,0
2747493,27966,17,1
1077608,26283,14,0
1749987,42803,16,1
518350,260,15,0
30212,26317,3,1
2838749,35939,44,0
1503158,10488,17,0
2300157,32714,5,1
72026,38185,21,0
2211685,27966,7,1
763805,2593,5,1
694302,21284,13,0
2282776,46886,8,1
2926893,42557,54,1
2300466,34126,4,1
2103415,31459,23,0
3018281,46485,1,1
2530324,30599,2,1
1433460,25157,5,1
1100034,10787,23,0
2560266,44359,6,1
615294,35951,9,1
2120253,2073,3,1
780575,8571,3,0
1684404,43122,7,1
1190189,33560,9,0
2887049,17424,18,1
2411836,39748,8,0
2003141,29740,3,0
1810361,13176,6,1
2446942,19348,4,0
2367682,25138,22,1
2859306,8277,3,1
712713,14828,6,0
1803434,36313,6,0
2915415,27845,5,1
985862,3480,9,1
515132,32973,10,1
1279377,11187,11,0
2851940,33198,5,1
2923753,13852,15,1
2866837,20791,13,0
870041,37646,20,1
633221,39975,2,1
2930350,39721,3,1
3304420,39055,7,0
2229177,39928,8,1
2772707,36906,8,1
1388656,16511,4,1
1174778,39850,6,1
1880791,20734,11,1
1892054,16797,5,1
1988484,15902,4,0
1842689,38656,7,0
18554,30117,20,1
2910702,4799,5,0
1631288,35147,1,1
2749877,28985,5,0
3013125,24852,4,1
1338560,39275,1,1
76658,32734,22,0
2931720,39430,3,1
1569657,38838,9,0
2781886,37477,43,1
1194832,30489,4,1
2272129,38383,4,1
1322735,23926,7,0
97049,22507,1,1
836800,26604,6,1
2365119,34243,20,0
2305491,20608,3,0
881109,4210,3,1
506930,34450,10,1
942674,16213,8,1
490581,46667,6,1
3148046,4210,5,0
1119089,48230,3,0
2968646,31553,24,0
2600210,19057,10,0
2435119,8479,20,0
1880706,21946,1,0
2108125,18926,3,1
880367,17355,5,0
2193774,25981,2,1
2800507,33787,7,1
864231,32935,20,1
2425028,40311,6,0
2030829,35042,15,0
2441561,1000,8,0
1704692,47209,2,1
1410675,13176,1,1
473795,13176,1,1
687454,46413,3,0
2020426,16291,6,1
2252496,21903,2,1
2508483,30932,31,1
931957,10215,2,1
1036877,36534,1,1
1450630,25300,5,0
648959,3389,4,1
2564560,44560,7,1
1571007,19863,3,1
1011167,967,18,1
2330365,31343,5,1
396592,39953,23,0
2818423,3599,10,0
648696,35217,4,0
3389916,20112,19,0
199171,34078,26,1
20211,17200,1,1
3255589,37646,6,0
110709,20840,6,0
20573,11598,5,1
2471960,27554,5,0
535437,48628,7,1
2211924,32553,9,0
3260091,4472,1,1
1176793,42828,10,0
1143348,21938,4,1
2270991,33000,9,1
1558084,12341,3,1
1964116,8555,17,0
48376,34969,6,1
1492345,22935,5,1
1024370,42450,15,1
1596630,39863,3,0
3338245,18090,13,1
1170453,46906,2,1
3055160,726,21,0
197723,33731,8,0
1327206,20908,18,0
1349294,30489,2,1
1235573,30450,5,1
2307546,26209,11,1
2207272,1890,4,1
1149473,40316,10,0
1764298,8424,12,1
1362902,21137,8,1
2853445,49323,3,0
2094521,12456,26,0
2057119,33198,5,1
2824723,29345,8,0
2807209,21243,3,0
818068,44632,1,1
2507999,13259,6,1
1278645,196,3,1
1604987,42768,26,1
587093,29307,3,1
2064312,43154,4,1
369832,25286,2,0
1933359,3682,8,1
1614524,37029,26,1
1192743,4933,1,0
2199956,34969,4,1
1593000,45321,29,0
2068578,22497,11,1
2076783,3999,6,1
939352,30229,7,0
2360792,17794,12,0
2690250,47141,3,1
3155223,31717,21,1
1318537,21616,2,1
3223945,27845,7,1
3142286,5450,5,1
1588198,26209,7,1
282101,47042,7,1
3310897,35140,4,1
1973628,5120,5,1
3414278,45066,8,0
392310,9839,4,1
1628314,18098,25,0
1591588,9666,4,1
1146821,34217,3,1
2690213,36878,9,1
2836566,24464,17,0
1976936,18434,7,0
2198464,8490,9,1
2168854,9127,7,0
816692,38063,10,0
1937166,33791,1,1
568397,16525,15,0
3053190,39108,2,0
1703925,16759,5,1
2140998,26165,16,1
1481283,10411,3,0
2657764,7158,11,1
2489461,31553,13,0
3058108,43875,9,0
2146320,36127,6,1
45479,5646,4,0
490041,46822,2,0
2876375,18409,5,1
2275524,43967,8,1
1152987,42646,7,1
462004,38928,2,1
1656752,1194,12,1
155339,19171,1,1
3395702,18848,20,0
831988,43686,9,1
106144,20114,12,1
1342036,29926,17,0
2965341,28465,11,1
2037304,7079,4,1
1386202,37766,2,1
1271687,13176,1,1
689080,6033,10,0
2961000,9018,13,1
824024,33198,5,1
889377,33043,25,1
2099517,26800,2,1
921203,13984,9,1
3269271,28204,5,1
856156,47008,5,1
295508,25630,11,0
2625724,25489,4,0
1280550,22959,1,1
589961,36772,6,1
1395817,20760,6,0
1974862,15969,7,1
1030859,43632,7,1
914942,44293,6,0
2271648,42389,10,0
439013,22035,7,0
2225238,11777,4,1
2106103,24964,17,1
516366,28218,19,1
3355756,11969,10,0
1473816,21903,6,1
723285,21616,7,1
224385,42996,23,0
1043836,43129,22,0
2957556,38772,10,1
1084064,28204,7,1
2948779,37520,4,0
1370280,19048,5,1
1804591,49683,8,0
1321779,42736,3,0
2572921,37646,2,1
1682567,48364,15,1
1773586,4541,7,0
3345808,35108,5,1
959725,1160,6,0
549191,5876,21,1
2342691,12919,2,1
1359277,13176,1,1
124692,9265,12,1
1307855,32204,4,0
205025,29926,6,0
2676073,47759,4,0
1159586,16797,1,1
3313447,49235,6,1
2308048,21137,2,1
2429370,16797,1,1
1989939,27163,3,0
1793022,23288,5,1
2875289,47766,1,0
16776,25005,6,1
331680,19759,5,0
2916940,23165,11,1
2361511,23955,58,0
3410602,41996,16,0
2396863,37646,6,1
2136614,40604,13,0
1809759,47621,12,1
2962307,13176,1,1
2215316,12035,2,1
2387427,34137,20,0
1044324,42475,1,1
2049020,23622,3,1
2055721,47626,9,1
2358455,47766,33,1
481903,47986,8,0
2624124,47766,3,1
678447,27323,1,0
3333116,20364,1,0
2633450,47993,9,1
898546,47626,6,1
1835854,36082,11,0
2245872,42479,2,0
3018471,17948,20,0
2884377,41220,15,1
228074,28576,13,0
3169995,19906,12,1
19107,1025,15,1
1523243,25640,18,0
3170445,28849,5,1
604153,28634,10,1
2728422,26604,4,1
735228,16797,7,1
1318654,46587,7,1
3133078,27966,3,1
1121355,31074,18,0
2854501,17122,8,1
217017,44142,6,0
53203,44560,9,1
1791547,27872,3,0
2437942,21903,2,1
2373221,26790,5,1
2031889,7371,28,1
296370,19624,5,0
2875260,44359,17,1
3008341,18531,2,1
2691586,47612,11,1
2763679,37004,13,0
2244710,1185,14,0
2564424,1463,2,1
3217938,24964,1,0
3115100,16521,9,0
3411212,44781,26,1
2031143,2295,12,0
3257028,21158,6,1
804692,35898,4,0
1235678,46720,9,1
2521665,17794,2,1
2533355,15261,8,0
2862222,30450,5,1
2851812,13176,1,1
789235,45264,1,0
1390682,2692,2,1
1911024,49235,11,1
1742133,38996,26,0
1495480,7041,7,0
1315907,31471,8,1
3251830,28413,5,0
560645,40604,6,0
1985611,45007,3,1
1359826,39408,19,1
655137,21125,6,1
1196997,14766,6,1
630834,46847,4,0
1464940,16521,2,1
2997419,45210,14,0
1517762,6046,4,1
1461840,26369,14,0
2064996,17360,4,0
539991,12845,5,0
2130786,14265,16,0
968406,33731,6,1
3370692,30850,14,0
596450,44632,6,1
2008294,28240,3,0
2800546,22935,9,1
461417,46325,2,1
425177,1994,4,0
29101,30060,19,0
709092,5114,12,0
1614656,4743,13,1
993815,2658,4,0
375995,15348,21,0
2933737,27086,3,1
2169593,4942,7,1
1891032,12845,16,1
1257766,44142,7,0
2248977,48726,15,0
3303966,11777,17,0
1969379,40311,3,0
1242835,44643,3,1
2109684,18370,15,0
1970593,35725,10,0
2994574,37158,2,1
1403352,2295,31,1
3280771,21410,8,1
1221053,756,26,1
2423773,32939,25,0
941825,13176,1,0
506277,39180,23,0
2415582,27845,6,1
2092667,43295,10,1
214595,41220,2,1
1837191,3177,1,0
2563535,9327,1,0
486978,11750,19,1
171980,48219,17,0
2844283,6860,17,0
3196289,8239,9,1
235596,36677,4,1
930545,12023,6,1
105360,13249,7,1
2739453,6184,2,1
2372323,29088,16,0
10099,41658,2,1
1082678,11737,5,1
721653,42193,5,1
318579,14462,19,0
18737,47766,10,1
3407090,39729,31,0
551334,48443,5,0
1731343,27966,2,1
927408,5322,3,1
282203,12456,10,1
3361373,32303,2,1
2911990,24852,2,0
1553272,16725,2,1
933860,23909,2,1
2647407,29941,7,0
1338457,30391,11,1
605047,1811,6,0
952246,5746,18,1
3152480,29875,7,0
2736158,43961,5,1
3027164,21333,10,0
1552490,47912,1,0
1314454,12872,12,1
1016946,1940,4,1
2752928,12614,33,1
2084734,21333,10,0
2155722,41367,10,0
1638269,10603,10,0
2048185,4957,4,1
2126457,16797,21,1
568827,20660,7,1
1892786,28635,4,0
2674462,24943,6,1
318549,35761,5,0
2516952,30336,3,1
1689739,42585,17,1
403665,2825,9,0
2694267,1467,17,1
1169495,5670,1,0
3058725,8230,17,0
1595872,1938,12,0
1637019,8277,4,1
2286337,48779,9,1
2159392,8518,3,1
694553,44142,4,0
455797,8174,6,1
2723314,525,3,0
1473512,16696,5,1
1239935,31848,2,1
784089,45574,23,1
12241,28458,11,0
2096483,41844,7,0
2641130,24838,8,0
1518752,3376,5,1
1691598,44182,8,1
1854497,41220,15,0
381477,34052,13,0
1432028,21019,14,0
503416,21405,4,0
2615645,9076,4,0
867289,22935,3,0
3095555,27521,4,1
1417714,1159,14,0
1622224,30720,4,0
1435471,49075,4,0
1607371,48745,5,1
1100333,5621,11,0
271283,32553,5,1
3337320,35547,4,1
2384545,6201,8,1
1007521,196,1,0
436187,34229,6,1
2063371,7632,4,1
270284,23734,2,0
3125911,27344,3,0
1921923,34217,27,0
3217769,38293,6,0
1651122,47766,18,1
169479,18341,13,1
3018765,39993,7,1
1188894,26298,7,0
1195430,7969,8,0
2421836,25817,17,1
813235,19068,4,0
827916,27069,9,1
3222596,13417,16,1
2166015,4966,16,1
849132,4605,5,1
2981417,5077,6,1
455787,5077,6,0
443321,16883,4,0
875602,20114,6,1
261126,35921,3,1
1711183,28985,2,0
1441687,41065,15,1
479328,27966,9,0
320800,23622,9,0
938420,8518,2,1
3337399,42384,10,0
551325,26476,2,1
2118895,34229,6,0
2633658,10702,17,0
1755888,27845,3,1
2561689,47766,2,1
2521945,13304,1,1
2787090,5566,8,0
3038776,3631,7,1
2508523,1103,13,1
284138,10305,7,1
2059271,8277,13,1
3339789,25931,3,1
341348,24838,16,1
1826216,22935,14,1
609223,29615,22,1
502157,10781,7,0
679900,32689,18,1
394635,846,2,0
33386,24852,1,0
2488552,2966,10,0
2180095,34308,2,0
3145339,45007,3,0
3329348,196,2,1
1838174,19678,19,0
3235125,43154,3,0
1838545,48453,1,1
3316010,14218,1,1
2613189,45603,7,1
218541,42722,8,0
2734946,35503,2,1
867564,26209,2,0
343279,38159,23,1
3242584,45535,43,1
2733215,19431,6,1
1844477,43192,11,1
631198,6489,24,1
915948,26746,1,1
228863,35939,4,0
2829285,40171,9,1
3382266,13176,6,1
2900944,26604,5,0
1962647,43279,9,0
726872,49497,13,0
749748,12743,10,1
3211389,30489,7,1
691910,27845,2,1
2998423,24852,2,0
287497,5025,7,0
3215928,6901,7,1
3204308,29516,26,1
2550497,46041,5,0
1205290,40021,4,1
2605387,13396,19,1
2691273,37687,1,1
3355742,31964,7,0
1153922,29694,8,0
2328850,31688,10,0
2658649,16995,13,0
822632,8022,3,0
1404195,33772,27,1
863540,39534,4,1
1537154,33000,1,1
235120,30489,9,0
1970684,2086,3,1
2834033,21903,14,1
1281037,38799,18,1
1501382,29694,1,0
2216021,35909,3,1
1772368,24852,2,1
1758815,44910,1,0
2737676,47766,1,1
2634606,41787,2,1
2371201,18234,1,0
1366120,19057,3,1
2186622,48988,2,1
360950,11720,5,0
3054151,3512,13,0
14681,45161,24,0
2418360,24852,2,1
373430,9438,11,0
2256306,32689,3,1
3254515,27652,3,0
38247,5077,3,1
156071,47365,27,1
2494562,28851,4,1
1104990,9699,20,0
1535316,11543,6,1
287851,45007,12,1
559136,1529,8,0
1401688,46881,10,1
1644361,17403,24,0
2049324,26218,3,1
2468377,5785,8,1
69481,1360,11,0
2121894,19678,3,1
2621987,27326,9,1
2364337,17200,12,0
1292789,30721,6,0
1589877,10017,8,1
3285773,31338,3,0
17402,13627,1,1
316461,35939,4,1
1510927,3376,5,1
1987363,24382,41,0
2692670,27966,5,1
1055760,41477,1,1
203728,39041,12,1
2737499,42342,20,0
2800878,39527,9,1
1012854,3634,35,1
1494092,18747,5,0
2608066,19348,1,1
247986,29546,18,1
2645128,49075,14,0
172577,49235,1,1
873346,41297,3,0
902331,38944,22,0
1089375,17982,1,1
2229339,47626,3,1
1274069,2545,8,1
2408302,27086,11,0
995842,43076,6,1
2249018,24385,4,1
356621,11422,5,1
2265973,21903,2,1
3121537,21137,6,1
3011567,19156,2,1
1604749,48364,4,0
3214920,28309,7,0
2145295,21938,5,1
1902367,14648,5,0
1014593,38777,1,0
2303254,17530,7,1
439751,5876,13,1
593702,44987,8,1
2057776,31506,5,0
3287735,23543,14,1
1563286,2350,1,1
2812804,26119,6,1
2809147,42265,4,1
1001746,25256,13,0
261262,30827,14,1
3200303,24852,8,1
249528,27548,2,1
2363753,42768,9,0
972602,45428,3,1
786910,30183,12,1
1766459,11165,24,0
1028855,39877,5,1
547059,28934,23,0
1780691,44142,2,1
1948167,43789,19,1
477846,1158,26,1
707841,13517,1,1
2848295,39684,8,0
1751894,38656,7,1
142132,15937,14,1
3316669,5373,19,0
1272634,23829,11,0
2035204,24964,10,1
19379,43928,5,1
1209786,14678,7,1
2438109,30850,1,1
1972254,9387,11,0
1223787,9825,4,1
2166788,9076,1,1
3240390,31720,4,1
2730301,25355,29,1
2480689,23288,4,1
312621,24852,1,1
1700257,27966,1,1
1967718,21162,34,1
2968820,25623,3,1
724123,14642,1,1
2860884,33353,8,0
3384941,44632,1,1
756473,21849,3,1
1547320,35352,12,0
2129600,48205,5,1
418264,46522,1,1
3259707,10246,5,0
2260841,18465,2,0
3401343,19348,14,0
948598,44359,15,1
336653,17862,2,0
2741012,12630,7,1
1039374,8153,11,1
1189755,29987,3,1
1463309,27925,1,1
1876677,8296,11,1
1148442,24680,5,0
1305577,38768,2,0
1340963,17794,15,1
3175308,6878,2,1
2400250,33087,3,0
1570875,790,7,0
3163491,36310,6,0
1607708,18027,2,0
3189759,2524,13,1
869320,40268,23,0
2598916,35430,13,1
1783119,33122,14,1
1502007,28330,31,1
259593,44245,5,0
2763338,3962,6,0
1553123,22963,2,1
342728,43609,15,0
1944493,30252,2,1
2981930,34499,9,1
783207,7387,29,0
2112539,14992,7,0
864941,13984,1,0
1743331,9076,1,1
2381958,16797,6,0
3187172,34126,3,1
142023,204,6,0
372518,2537,13,1
1973144,12872,25,0
107695,14917,3,1
2712456,26209,6,0
132374,47672,3,0
2591687,27690,3,0
2029860,43484,4,1
1066296,13176,2,0
2148911,33043,11,1
1795808,25195,1,0
3313751,28710,10,1
3177321,42719,4,1
2899883,13176,2,0
2610485,23630,9,1
2926036,45002,12,0
509374,12863,23,1
1322107,19911,7,0
1146543,3957,1,1
3400327,27966,19,0
2089353,21137,9,0
892412,30391,12,0
763302,13380,9,1
1942689,7673,1,1
2778660,36051,5,1
2262909,23636,7,1
2534169,17744,5,1
2842429,8195,3,1
3078590,19706,5,1
1715978,30774,5,1
1391566,3464,5,0
864109,45106,12,0
210316,48364,3,1
1888008,48736,3,1
3297664,24852,2,1
1289577,8958,12,1
3008800,39216,21,0
1566427,14371,1,1
1701404,15596,15,0
2470530,7485,10,0
2485094,23543,11,1
63932,18434,8,0
736341,45066,8,1
2856453,17794,8,0
2490449,24489,17,0
2966087,29941,35,0
3325132,29675,2,1
2244918,18881,3,0
41320,28785,38,0
3007104,34448,3,1
2315760,40709,6,1
1656838,45007,3,1
1578880,30169,27,0
131590,33741,3,0
3104602,34050,3,1
208631,47209,14,1
3331139,46257,10,0
2205765,42635,5,0
2733256,43961,3,1
1124539,43988,3,0
1786243,18618,3,1
2934385,15638,8,1
658004,36695,12,0
3251158,37158,6,0
971628,17751,1,1
2592375,24024,8,1
2578163,23293,10,1
1175528,7649,18,0
1276893,23765,2,0
2185698,3020,9,1
2050251,33787,5,1
1745147,49131,1,0
2764782,31808,5,1
1958618,10852,9,1
1121731,19057,18,1
2216172,23935,9,1
3063000,5077,11,1
3148811,13286,1,1
1539013,10586,17,0
1300310,24852,3,1
453662,11520,5,1
2622360,10343,14,1
3278208,32133,2,1
1040761,49634,2,0
1937967,32689,1,0
693215,27104,29,0
1719427,30385,5,1
1842072,28204,4,1
122494,36364,11,0
146006,36772,5,1
1192028,43352,3,0
2440553,19678,8,1
3041225,3855,5,1
226971,45066,11,1
2859559,49235,8,1
568417,44100,1,1
2888446,42768,27,1
276813,43409,9,1
3306397,35045,5,0
843495,42992,4,0
1072596,26209,4,1
3034279,48183,1,0
2006460,19354,4,1
2016663,12834,8,0
2080606,19068,5,1
2631006,24852,1,1
767308,21883,3,0
903029,34969,11,1
1869130,6128,42,1
977543,7533,34,1
1684101,6184,5,0
2149890,43565,11,1
818015,1830,18,0
658790,10234,4,0
1805616,45747,8,1
1306565,43772,29,1
1938645,7088,9,1
2397493,14881,8,1
1241476,31127,9,1
2186224,41302,38,0
300411,32455,2,1
2108517,47766,10,1
3303058,1086,9,0
2452533,31717,5,1
806314,43504,22,1
587898,36247,5,0
2715320,5185,7,1
2322592,45767,5,0
382457,10151,10,0
2126099,11422,19,0
3147120,22218,3,1
516534,27325,6,1
1984584,48679,10,0
1658516,23747,3,1
1063053,22959,14,1
1632105,37630,8,0
1157056,5450,6,1
2825604,35939,38,1
2142302,10749,8,0
1663705,22227,2,1
2657898,21137,5,1
2270276,36425,6,0
2528406,2295,3,1
1328614,5692,22,1
1059044,45578,7,0
1150937,43394,5,1
3118457,23734,9,0
879151,42421,14,0
2324583,24964,2,0
1273195,29370,2,0
2092681,42169,5,0
2551770,31066,11,0
2378482,37646,2,1
1438106,18176,12,1
168351,34584,10,0
754604,29675,11,1
2080511,18770,2,0
3399400,13176,9,1
3110632,38739,2,0
3143870,19057,12,0
339275,13870,9,1
3295217,45673,4,1
2705649,2643,31,1
245064,24184,10,1
1836702,1689,13,0
1940643,4920,4,0
1196837,2326,9,0
2028785,27845,3,0
1198878,4562,5,0
2724841,35547,15,0
2898965,4799,11,1
1451310,13679,12,0
528058,26698,2,1
1205189,41006,3,0
2993178,13085,25,1
2779154,13176,8,1
325790,34128,7,1
2267012,43529,6,1
302102,44683,2,0
2530846,49060,21,0
561097,14084,18,1
2044366,7781,6,0
3256085,42585,2,0
615131,20114,3,0
2110992,15947,6,0
2054669,5912,18,1
718539,11361,1,1
826868,24852,2,1
1377919,24631,8,0
2841209,15305,7,0
1193372,5876,9,0
3030444,17316,7,0
1288697,12320,8,0
302585,22935,6,1
2327148,19461,10,0
3130569,22935,7,1
1657727,27845,2,1
1159857,21405,15,0
68526,33198,1,1
2047110,41276,1,1
362984,3583,7,1
446258,42389,14,0
2770051,35600,18,1
3207579,42265,16,1
3083248,43788,11,0
2967756,18465,7,1
1927274,37710,8,1
1827169,38408,11,1
1541109,18027,1,0
2266008,10132,5,0
3259546,46747,13,0
1921019,30450,4,1
1378718,13176,13,1
3339562,1409,12,0
1117156,22454,12,1
1355227,27325,3,1
401647,49481,9,0
2682003,46979,5,0
3219641,11461,11,0
348882,20114,4,1
537019,47144,4,0
3050883,31343,2,1
2942658,25890,18,1
693088,16797,12,1
2852517,27951,6,1
1274286,42356,2,1
100896,12782,2,0
1677942,47962,14,1
407004,13176,2,1
1129492,10724,2,1
2116485,13176,3,1
164476,45582,15,0
2017611,22620,4,1
748593,39408,11,0
142897,14642,13,0
172027,11777,1,0
1032711,13829,2,0
1009688,28199,5,1
1699962,46673,2,0
447349,44359,18,0
2306698,45296,12,1
763510,33782,2,1
3186134,17426,16,0
438213,7021,24,0
3043311,16759,3,0
296426,23405,2,0
2433021,17872,14,1
2984195,31848,1,0
29683,26283,3,0
790543,24507,7,0
2619167,48364,11,0
298332,7179,5,0
433048,40516,12,0
570702,47196,1,1
364555,26604,13,1
319662,35986,8,0
1385798,14218,2,1
2436160,7948,6,0
2236576,47734,12,0
1976258,14992,2,0
3265917,41488,1,1
2440481,48310,8,0
3249750,6104,1,1
1973996,29955,8,0
1536309,32655,3,1
753909,10234,7,1
2164241,32689,5,1
2329992,45007,3,1
3187759,26209,7,1
3055855,2966,5,0
2250526,19025,15,1
2812616,37158,11,1
1419468,18104,8,1
3237658,45495,19,1
3413644,1377,5,1
2522542,28156,35,1
2274105,21304,14,0
1707988,26940,1,0
2615480,28976,5,1
580280,16696,1,1
2974578,20119,3,1
1926337,1215,3,1
3418090,39921,8,1
3283764,22556,13,1
1483116,45916,1,1
2664385,10749,4,1
3333758,12935,4,1
2596891,23232,1,1
3284757,27759,5,1
302227,48762,2,1
286072,27845,7,1
2877452,4920,8,1
1772642,27872,1,1
1388619,38693,7,0
806732,20460,4,1
1063771,10473,4,1
1488165,32566,1,1
3138899,13176,2,1
474625,33025,15,1
1941811,31343,5,1
795942,44359,1,1
3066311,10125,5,0
2928415,46618,8,0
700099,13512,10,1
1938652,34619,14,1
424054,13176,3,1
516306,12802,1,0
1971901,31717,1,0
1180681,9387,4,1
2952777,34584,11,1
2620921,196,2,1
2681571,28547,12,0
283227,38400,15,0
628308,28157,4,1
2155956,15290,9,0
40027,24241,5,1
2471727,7751,8,0
2564250,28985,14,1
836464,10957,11,1
2334090,28278,8,0
2211565,8518,29,0
1014190,32433,8,0
2531258,28476,19,1
2475515,12817,5,1
2634786,47626,17,0
993494,43867,9,0
1247182,6184,3,1
1250676,20082,12,1
1169583,12980,8,0
1911639,16953,6,1
1694868,35989,14,0
2425964,28757,3,1
2004153,34823,13,0
2062078,22025,5,1
1807778,329,17,0
3049837,21137,9,1
2888918,12253,23,0
1704882,17634,16,0
2210319,27344,1,1
2555114,7746,12,0
2407786,26940,6,1
1929809,35078,3,1
1555206,5097,5,0
1431081,36594,3,0
746013,38400,5,1
3187861,7963,1,1
2461679,27966,9,1
3187058,18629,13,1
1454063,6111,3,0
785662,13176,8,1
872812,21560,11,1
2612617,26209,4,0
2288318,36316,7,0
3306595,432,9,0
3335560,15872,9,1
214042,12581,5,1
1767100,17668,8,0
1334344,12193,2,1
2793051,4031,15,1
1881081,23178,32,0
289523,46025,6,0
410185,3389,12,1
3149768,1804,6,1
3197832,19816,18,0
3378389,23543,23,1
1126049,1929,18,1
12732,2716,8,0
2245420,42736,4,1
1251215,49683,14,1
2920630,45763,10,1
3160843,311,1,0
648120,38544,5,1
472907,41909,5,0
324975,47388,8,1
2231610,10749,15,0
2201606,28666,11,1
476372,290,8,1
63289,37538,6,1
2155630,35547,4,0
2692223,4920,1,1
1847988,21903,18,1
1479390,7058,3,1
2070160,8216,12,0
3122123,41433,6,1
302273,26754,2,0
2340086,22935,10,0
375687,2488,19,1
1177291,13997,8,0
302477,14739,1,1
2088693,15895,7,1
1109301,34410,13,1
2471664,28204,13,0
2219860,24852,2,0
2555911,40229,3,1
2212333,25013,1,1
3042150,49098,1,0
3329138,13535,27,1
855441,4920,14,1
217368,3298,3,1
2563616,44375,2,1
1462163,47953,5,1
1075641,45854,5,1
2496717,33731,16,1
751689,19508,2,1
2099601,31338,19,1
2506333,5785,1,1
212956,24852,1,1
2923522,15995,6,1
1713708,28849,8,0
2915641,43400,3,1
2088365,22474,18,1
371500,21295,5,1
3000152,27714,2,1
293495,13853,26,1
1225562,16174,15,1
2247336,24024,5,0
1390306,46677,1,0
540418,45007,2,1
1596908,18986,2,0
180261,40706,11,1
1143602,12118,8,1
976802,43192,20,1
1542656,22533,9,0
427930,13780,17,0
1699860,40550,18,1
1974900,48628,11,1
1260755,5212,6,1
566701,24852,1,1
768836,21405,14,0
2354101,14992,3,0
609826,34262,7,1
215743,37335,10,1
612355,8363,9,0
1410025,32864,9,0
1832180,22963,5,0
3256109,39275,15,0
2514651,2078,1,1
734957,23032,2,0
3211336,35336,4,1
886863,12703,4,0
1146128,15650,7,0
1357761,27966,6,1
342769,41290,4,0
2829349,21137,7,0
1187323,21938,13,0
1871048,24372,24,0
410785,47658,21,1
738886,28535,2,1
2777677,1181,11,1
2937151,3957,3,1
1379699,24235,15,0
2455268,47652,8,1
2732098,46979,5,1
900500,3039,5,0
2602943,43693,10,1
829568,204,26,0
805898,4605,12,1
1340387,44566,5,0
1983928,13176,2,1
250933,17949,14,1
2668049,17316,2,0
816135,48364,8,0
2049669,642,26,1
2712531,17652,2,1
3314387,42317,27,0
562642,27336,12,1
3353162,5025,4,0
1487228,11741,2,1
2869532,16274,6,0
1270674,432,3,1
148279,8174,1,1
1963813,2353,7,0
240244,13475,5,0
2814187,4410,11,1
1799589,2720,2,0
750429,16528,13,1
2326695,44075,4,1
3309283,40032,4,1
1168369,49235,7,1
2138270,4605,12,1
2716654,17759,20,1
2548060,42731,6,1
1637192,21709,2,1
1344934,22038,7,0
2671236,47144,10,1
3130962,17313,4,1
1761576,47209,3,0
364051,14586,1,0
2236994,47626,8,1
3295036,45541,42,1
3298388,40706,14,0
2363110,49680,1,1
2783327,25340,9,1
87670,9584,6,0
1929182,43654,1,1
836001,20549,9,0
2622638,14481,11,0
1315426,42719,10,1
1508320,43122,15,1
724654,10375,7,0
3408750,26317,4,0
286804,42342,2,1
2115002,31338,8,1
558116,365,6,0
2809659,48301,20,1
3287910,27903,12,1
1260112,12341,1,1
2145803,27086,6,0
2748028,23405,15,0
2066648,12341,8,1
1553566,49044,7,1
52510,14358,1,1
2954885,8518,5,1
3299711,5194,16,1
2232019,4960,10,1
887335,48720,4,1
712713,23716,30,0
285000,47766,14,0
9010,37564,13,0
904268,24852,9,1
3025031,1025,16,1
1936305,48175,16,0
2692901,10350,8,0
1136555,41999,6,1
634440,16696,9,1
32978,26369,7,1
2276263,11827,8,0
706223,13819,7,0
2646092,41149,6,0
1557294,28631,9,1
2996653,40706,4,1
478895,47122,5,0
2441825,32433,3,0
1106407,7185,13,1
3209977,17616,16,1
76222,28427,6,0
2142368,49683,5,1
2986311,18208,5,1
1642707,41131,4,1
2690569,47209,4,1
2996003,19006,3,1
3193118,13966,3,1
3097481,17284,4,0
1922946,44683,3,0
1656666,5025,2,0
1051097,32851,14,1
1537234,42282,10,1
2045972,8953,1,1
3313080,35461,7,1
328782,1217,4,0
424075,22825,26,0
2102786,13198,4,1
1111690,49235,3,1
2929099,14233,1,1
1312409,7333,3,0
1765680,21903,2,1
1833970,44765,10,1
2733525,43662,20,0
3257293,39275,11,0
2767106,36436,12,0
153516,27548,6,1
1703777,11520,13,1
1980836,25588,12,1
693463,1757,3,1
530890,45698,12,1
662343,3990,7,1
654911,31440,12,0
1735640,6235,16,0
1651649,33053,5,1
1318272,41902,13,1
2033983,40708,10,0
558234,17747,19,0
2764377,29487,1,0
831415,30489,3,1
2064227,30604,10,0
2382279,44765,71,1
3163479,19677,10,1
1589700,21137,8,1
942206,38739,34,1
1478713,9055,11,1
1018756,35939,7,0
1679006,37646,1,0
113187,38693,29,0
1850682,29067,1,0
2426083,15239,2,0
892896,29410,6,1
1237229,40592,6,0
2694457,13176,2,1
1244827,37067,2,0
2849392,4778,6,1
3121427,43789,1,1
2271548,8277,1,1
