,order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
3285622,1334078,198031,prior,11,0,11,3.0
362200,1994218,21892,prior,12,1,11,1.0
367971,2217406,22223,prior,6,4,17,15.0
82508,719766,5042,prior,28,2,7,4.0
1554812,593419,93400,prior,36,2,16,3.0
152219,552206,9157,prior,12,0,15,9.0
1300578,2880007,78178,prior,37,2,16,7.0
2476365,1409252,149023,prior,14,5,17,18.0
2852551,2083342,172106,prior,3,2,13,30.0
1424120,1281664,85559,prior,5,3,17,2.0
2729780,1148380,164469,prior,29,2,16,5.0
1898146,1426057,113971,prior,4,6,16,30.0
2048751,799613,123118,prior,18,6,18,4.0
889680,2225485,53465,prior,7,1,21,3.0
2489636,2144776,149854,prior,14,3,17,3.0
2842642,2467951,171532,prior,18,4,12,6.0
437632,1676072,26308,prior,31,1,22,6.0
1152980,1798973,69294,prior,9,0,12,13.0
2932747,1331239,176934,prior,26,6,12,5.0
1086088,682562,65418,prior,60,4,16,3.0
1019580,2634987,61278,prior,48,5,9,2.0
2302724,879281,138661,prior,15,5,17,11.0
2987150,1195705,180222,prior,81,5,13,4.0
2306119,84592,138861,prior,36,3,16,8.0
3180388,316792,191772,prior,14,0,15,30.0
1057902,1647659,63716,train,4,5,12,30.0
487021,2545232,29374,prior,46,3,14,2.0
1101408,2207672,66330,prior,6,6,9,7.0
3190162,400499,192350,prior,15,1,11,14.0
1168225,1667807,70229,prior,7,6,10,2.0
1574261,2866532,94556,prior,35,0,15,6.0
1039244,1576269,62555,prior,6,3,23,1.0
1643897,1298892,98688,prior,34,3,17,5.0
75079,981028,4610,prior,16,0,16,6.0
2510549,1930604,151146,prior,2,5,14,30.0
1328485,2030533,79824,prior,6,4,13,30.0
685313,2618738,41300,prior,39,5,7,8.0
3315142,1498098,199841,prior,22,4,23,2.0
1624367,1822588,97526,prior,45,2,7,3.0
1833011,2574604,110069,prior,21,0,20,3.0
2403518,2028492,144639,prior,12,1,19,11.0
2713713,2640375,163428,test,30,4,18,5.0
2872874,1810315,173329,prior,25,6,9,6.0
1401288,267961,84186,prior,5,0,12,20.0
20903,2522544,1293,prior,5,0,17,5.0
2659268,3192969,160076,prior,38,6,16,3.0
404361,2402088,24323,prior,10,3,19,24.0
772834,1079296,46416,prior,10,1,15,30.0
3173872,2597290,191382,prior,7,1,16,14.0
1563787,2784977,93930,prior,13,4,8,8.0
1120791,1561257,67426,prior,8,3,9,2.0
359508,1267952,21721,prior,3,4,6,8.0
1443083,2711711,86719,prior,3,2,10,30.0
603327,2836299,36385,prior,20,6,11,12.0
930824,1518808,55822,prior,2,3,17,18.0
1097229,789274,66105,prior,9,6,8,7.0
2602805,2348975,156680,prior,6,5,11,6.0
2123986,2181379,127758,prior,37,5,18,6.0
2799694,2810112,168904,prior,12,1,12,6.0
2405877,2019534,144805,prior,26,2,10,2.0
2978219,2949153,179739,prior,3,0,17,7.0
355502,644598,21474,prior,8,3,20,10.0
2447368,1856221,147274,prior,2,0,9,14.0
155228,2496647,9333,prior,60,6,21,1.0
271514,786442,16416,prior,5,3,17,8.0
361518,2258405,21840,prior,60,1,16,5.0
2353982,1701704,141704,prior,47,0,14,1.0
2591301,1968579,155985,prior,35,6,21,5.0
2314271,2193214,139379,prior,26,4,11,7.0
1813456,880706,108911,prior,51,4,18,1.0
451709,150074,27200,prior,37,2,19,9.0
2778620,325796,167509,prior,2,1,23,21.0
2199668,2647009,132429,prior,8,2,17,14.0
766851,846312,46097,prior,12,2,14,10.0
918505,1291461,55114,prior,2,0,16,7.0
2480040,403617,149269,prior,7,1,15,7.0
33906,1153770,2096,prior,3,0,9,12.0
297104,2469823,17981,prior,10,1,12,4.0
2677199,2048547,161200,prior,65,3,13,3.0
2033028,798285,122136,prior,6,5,19,3.0
1361101,1345059,81795,prior,14,6,21,5.0
264934,1645884,16047,prior,42,2,19,4.0
3250814,806070,195945,prior,3,1,12,7.0
2718009,1183006,163727,test,19,4,13,18.0
843327,1479446,50657,test,6,0,13,15.0
2901998,1887204,175102,prior,39,4,17,5.0
1158283,1056054,69605,prior,34,0,16,2.0
2828447,68295,170650,prior,14,4,18,13.0
2355433,1599742,141791,prior,2,6,16,6.0
868598,1392088,52198,prior,16,3,16,14.0
1133599,810268,68145,train,21,0,14,7.0
828423,2824829,49823,train,4,5,10,30.0
1907331,3015543,114519,prior,9,3,11,5.0
571447,2153150,34412,prior,32,2,15,4.0
2565814,2166478,154385,prior,34,5,15,7.0
115394,766230,6978,prior,71,1,16,2.0
2903100,2507994,175178,test,5,1,9,11.0
1478579,1950561,88879,train,5,5,14,27.0
2073448,1940448,124662,prior,36,0,7,9.0
393853,1244744,23663,prior,7,3,11,17.0
3394029,963548,204539,prior,27,5,16,11.0
265423,3336044,16087,prior,5,1,21,8.0
1388143,2005204,83423,prior,4,6,17,30.0
724681,2251418,43614,prior,13,1,11,7.0
2002487,2919324,120324,prior,50,1,16,5.0
949272,683777,56940,prior,2,0,17,1.0
1112647,544642,66939,prior,51,3,13,24.0
3051290,1945402,184049,prior,15,1,16,30.0
838346,2932851,50365,prior,48,1,12,6.0
1291326,2756582,77646,prior,35,4,12,5.0
1348584,2972083,81023,prior,33,4,11,23.0
3413804,328257,205771,prior,3,1,10,19.0
1678521,1978398,100764,prior,2,2,17,2.0
3232567,1711361,194861,prior,9,2,14,13.0
2712004,3118571,163336,prior,38,2,14,5.0
3164061,2303699,190782,prior,23,6,8,7.0
1471878,1913957,88450,prior,38,3,20,5.0
3176986,1280279,191568,prior,17,0,15,4.0
260528,1601868,15792,train,23,1,9,24.0
2915913,2680004,175908,prior,5,2,19,19.0
115038,2004954,6958,prior,4,2,18,4.0
3414614,1835544,205815,prior,6,4,22,11.0
528520,2707761,31863,train,7,2,15,30.0
1847970,683369,110922,prior,8,3,14,8.0
2116255,1738446,127257,prior,15,3,13,3.0
1018603,517439,61221,prior,38,0,13,8.0
3185243,1032465,192057,train,19,3,14,12.0
1512391,1454822,90892,prior,9,1,12,0.0
2536184,725240,152589,prior,20,5,11,30.0
288734,658483,17466,prior,19,1,13,1.0
3072880,2984942,185334,prior,22,0,14,13.0
1542901,3282355,92666,prior,27,1,16,5.0
2459916,2158434,148055,prior,8,1,13,6.0
812184,722318,48865,prior,2,5,17,30.0
211718,412579,12801,prior,26,0,15,6.0
1213967,2444384,72999,prior,13,4,7,3.0
1623093,1195181,97458,prior,8,5,20,19.0
3235410,252979,195014,prior,6,2,16,4.0
79979,764399,4877,prior,25,6,8,6.0
3086434,2560864,186138,prior,6,4,11,13.0
2487425,934685,149720,prior,4,6,15,15.0
1160025,3115576,69708,prior,8,6,21,9.0
1181099,532719,70992,prior,20,2,18,9.0
1557970,2714321,93582,prior,7,3,10,1.0
1664231,2758945,99907,prior,3,2,14,30.0
246229,2685728,14891,prior,9,2,17,11.0
753081,967469,45331,prior,49,5,22,5.0
1985613,2311335,119262,prior,27,4,21,3.0
2391823,1462376,143943,prior,10,1,14,24.0
1636817,2193886,98258,prior,10,5,11,7.0
228608,2394114,13834,prior,9,5,11,13.0
1602093,163370,96188,prior,2,3,16,10.0
2688876,1785946,161943,prior,26,3,18,3.0
3049556,1798179,183976,train,21,4,11,6.0
3419106,1609114,206087,prior,5,2,16,12.0
397110,1882038,23863,prior,47,1,10,8.0
1906853,2769566,114481,test,4,4,14,0.0
823396,2943412,49516,prior,11,2,16,29.0
3105474,3059847,187271,test,22,1,14,22.0
2648424,2827677,159439,prior,8,4,15,6.0
1000125,1602019,60086,prior,16,4,10,16.0
2256075,997205,135883,test,15,4,10,30.0
1294087,1467608,77825,prior,24,4,6,22.0
1031380,251435,62040,prior,12,0,0,7.0
2753908,172386,165977,prior,6,3,20,30.0
454115,1001578,27347,prior,38,1,15,4.0
2032842,2738152,122125,prior,6,1,16,1.0
1684121,324420,101078,prior,3,1,11,12.0
2219057,1483058,133671,prior,23,2,15,30.0
1955358,2933529,117405,prior,9,4,14,30.0
2308365,1451154,139009,prior,19,4,11,7.0
317484,3352903,19226,prior,6,4,19,6.0
2555215,1389219,153749,prior,3,2,10,16.0
2263190,3325306,136283,train,9,3,17,12.0
580768,2237524,34983,prior,12,0,13,4.0
61080,1180768,3770,prior,18,3,8,6.0
2572855,3027882,154812,prior,19,6,9,11.0
3109707,2580564,187536,train,4,4,9,30.0
35049,443145,2180,prior,12,1,9,8.0
2208807,3175839,133036,prior,14,2,19,2.0
3211720,220371,193642,prior,16,3,18,6.0
515665,3099751,31093,prior,80,3,23,1.0
165904,3291440,10020,prior,19,6,19,4.0
3275275,1565884,197403,train,24,1,11,10.0
954430,2906717,57261,prior,35,1,15,5.0
2192285,527400,131989,prior,22,4,18,6.0
2647561,943959,159396,prior,24,5,20,1.0
399168,843160,23991,prior,7,3,19,8.0
1220333,2248173,73373,prior,12,3,21,7.0
369088,2636092,22285,prior,8,0,14,9.0
1771605,2937450,106378,prior,34,4,11,10.0
598332,116813,36074,prior,9,5,20,10.0
2263570,2989759,136302,prior,24,5,13,0.0
2708786,350229,163138,prior,3,0,22,8.0
2811902,3089388,169651,prior,13,0,9,8.0
558302,1968904,33655,prior,15,6,11,15.0
2880639,2499508,173812,prior,10,1,16,7.0
1666638,392557,100051,prior,2,2,11,2.0
880801,1339294,52923,prior,29,3,16,30.0
1177904,2014388,70797,prior,12,5,7,8.0
2562680,1957497,154219,prior,5,5,19,9.0
1755209,2763746,105338,prior,41,4,14,3.0
1468750,1023879,88271,prior,31,4,16,5.0
48608,1868608,3001,prior,12,5,18,6.0
638938,2538984,38495,prior,2,5,16,3.0
42083,2519267,2591,prior,35,0,21,7.0
2840226,1418381,171388,prior,3,1,13,7.0
403316,987269,24258,prior,9,4,10,30.0
733003,2092358,44118,train,11,0,12,9.0
544920,592337,32836,prior,6,4,13,18.0
1138117,2846797,68390,prior,35,1,12,12.0
3253394,1812512,196097,prior,5,2,12,30.0
486384,1805864,29335,prior,12,2,8,4.0
2371958,1825410,142768,prior,12,0,18,6.0
2612610,3020299,157283,prior,43,0,9,7.0
2568593,128753,154551,train,7,6,16,28.0
1791092,3292862,107577,prior,2,0,10,11.0
292800,1260622,17723,prior,2,6,12,7.0
1085245,1924323,65364,prior,2,3,11,30.0
1535969,768505,92259,prior,4,2,20,30.0
1174391,2129218,70591,prior,7,0,3,7.0
1258973,1893055,75704,train,17,0,15,4.0
1182890,337052,71086,prior,56,4,10,7.0
2788077,932645,168135,prior,2,5,15,30.0
2112645,3120570,127059,prior,24,2,10,8.0
2212438,270732,133263,prior,14,6,14,13.0
784877,3094039,47194,prior,41,3,23,0.0
1243811,2547828,74778,prior,17,2,20,23.0
2920679,3114718,176208,prior,35,2,9,11.0
3025099,81124,182542,test,12,0,14,30.0
634645,405423,38237,prior,4,5,14,30.0
857263,399219,51512,prior,8,3,15,9.0
1416753,532409,85120,prior,25,2,13,6.0
2494155,2750466,150126,prior,3,4,13,21.0
1446573,337259,86920,prior,6,3,9,9.0
1800510,1446116,108147,test,37,4,14,18.0
1642404,2889097,98601,prior,85,4,9,1.0
2870416,2693566,173174,prior,2,0,14,17.0
851413,1589055,51165,prior,40,6,15,2.0
1407412,895406,84541,prior,2,2,23,8.0
2059882,1835324,123829,prior,28,0,23,14.0
872544,354645,52441,prior,29,3,15,5.0
2416667,1537849,145429,prior,17,4,23,22.0
914847,212183,54916,prior,9,2,17,1.0
2322694,2082604,139852,prior,23,6,0,6.0
147970,566827,8890,prior,3,3,10,30.0
718596,45622,43275,prior,29,1,13,7.0
1552804,221920,93256,prior,4,3,15,5.0
1163263,2571123,69921,prior,4,4,12,16.0
2260332,1448289,136125,prior,6,5,14,3.0
1801425,1114036,108198,prior,11,4,20,4.0
2621858,2059952,157841,prior,15,1,13,7.0
1649664,634060,99046,test,71,4,17,7.0
2886076,75543,174133,prior,32,1,16,8.0
382641,3032838,23012,prior,16,5,16,7.0
3389126,3072912,204266,prior,16,4,16,3.0
2020875,2186584,121394,prior,31,1,15,6.0
2805911,834757,169272,prior,70,5,21,2.0
1772502,314516,106437,prior,4,2,13,20.0
636428,2438060,38354,prior,15,5,18,4.0
1752337,844639,105177,prior,46,0,8,6.0
277683,366469,16774,test,8,5,12,30.0
963595,2213563,57854,prior,14,5,19,16.0
1115599,2908703,67110,prior,31,5,10,3.0
2311873,2481866,139220,prior,9,3,16,9.0
450439,273207,27116,prior,4,1,20,10.0
2737241,2199208,164927,prior,29,5,10,3.0
3345602,1291372,201661,prior,15,6,16,8.0
2669330,1642727,160681,prior,27,0,10,7.0
264946,2582262,16047,prior,54,5,10,11.0
2062403,2799129,123995,prior,2,0,15,13.0
973182,1002940,58481,prior,8,1,12,3.0
694761,168258,41883,prior,10,4,10,17.0
188719,429873,11418,prior,35,2,11,12.0
2753715,376196,165960,prior,23,2,12,5.0
1583040,1058956,95056,prior,8,2,8,1.0
1404947,2811976,84409,prior,3,0,18,15.0
715565,421611,43104,prior,15,2,12,6.0
2944213,3011786,177665,prior,17,1,9,7.0
2616140,1875666,157515,prior,2,5,15,5.0
3045161,815007,183721,prior,11,6,14,20.0
762127,935439,45821,prior,58,2,12,2.0
2859990,3390331,172572,prior,6,3,17,13.0
206852,2034462,12486,prior,79,3,12,2.0
2756263,226693,166114,prior,33,3,12,2.0
165713,410049,10003,prior,8,6,15,8.0
2672680,1556859,160901,prior,28,0,19,16.0
1791997,1199751,107633,prior,11,4,10,8.0
2219634,3104703,133710,prior,13,0,19,7.0
1250413,2394404,75185,prior,19,1,17,11.0
1371419,1096084,82419,prior,17,4,18,3.0
633829,2689505,38175,prior,25,6,23,13.0
2234284,3078795,134576,prior,10,1,6,14.0
1107895,21235,66656,prior,27,0,10,19.0
1597202,1891730,95898,prior,3,6,17,5.0
2045723,686955,122914,prior,13,4,8,7.0
444967,328454,26768,prior,25,1,7,8.0
147106,2553028,8834,prior,3,5,14,28.0
875,976101,56,prior,7,2,11,8.0
1876973,1240002,112670,prior,16,0,15,7.0
2040280,702443,122602,prior,18,1,17,8.0
638122,1590887,38456,prior,2,5,15,20.0
3159332,3038453,190486,prior,3,4,10,12.0
2178778,2962867,131133,prior,6,2,15,19.0
811098,1957292,48787,prior,14,5,21,6.0
3277799,873919,197555,prior,4,0,16,5.0
2691123,2191979,162085,prior,7,4,15,7.0
2025694,721644,121684,prior,5,6,12,10.0
3015656,2227040,181981,prior,69,0,9,4.0
972011,718926,58409,prior,2,2,21,7.0
999237,266937,60040,prior,23,0,12,2.0
1039478,2625856,62566,prior,4,4,7,14.0
1016819,286460,61105,prior,6,1,13,7.0
2328671,253636,140190,prior,31,6,11,14.0
3001460,1919002,181100,prior,6,1,8,11.0
1048201,3074831,63075,prior,16,3,21,3.0
659691,1496228,39741,prior,7,4,2,30.0
1890610,2278999,113494,prior,3,5,19,2.0
348836,3416735,21101,prior,31,0,16,3.0
2304532,1116069,138767,prior,15,3,12,3.0
1449289,1352170,87076,prior,30,4,19,6.0
922634,2479068,55362,prior,12,3,14,12.0
386019,774595,23205,prior,49,5,9,7.0
1699117,776990,101990,prior,13,0,14,7.0
2008575,1003569,120708,prior,26,6,17,6.0
3232680,2966883,194867,prior,13,6,17,9.0
1206027,1918070,72516,train,46,5,16,9.0
3204122,470770,193187,prior,18,2,11,2.0
699611,245868,42155,prior,26,0,11,3.0
3286682,1907931,198097,prior,11,5,16,11.0
2806069,1899829,169282,prior,14,5,16,2.0
357261,1693039,21589,prior,18,0,7,9.0
969253,3063754,58206,prior,3,5,8,11.0
2905036,588819,175291,prior,16,4,11,15.0
300628,174095,18166,prior,7,4,21,4.0
1545055,760178,92800,prior,15,6,11,7.0
1156948,3404519,69538,prior,5,3,17,3.0
1386439,333195,83326,prior,65,2,22,1.0
3185774,3179867,192084,prior,22,4,17,8.0
1784567,2686699,107165,prior,2,6,19,15.0
200938,1624017,12162,prior,25,1,8,18.0
1419773,296445,85290,prior,41,0,9,1.0
940749,2100451,56414,prior,4,1,22,18.0
1116336,1891719,67157,prior,4,4,11,3.0
574020,860386,34567,prior,47,2,12,7.0
1522714,770645,91483,prior,8,2,0,30.0
3043824,2244101,183635,prior,4,0,13,30.0
807202,1715096,48558,prior,4,0,22,5.0
728561,3182770,43840,prior,26,0,16,5.0
2236755,2705755,134735,prior,32,1,11,0.0
1579154,1526004,94803,prior,11,1,18,8.0
144319,1753432,8683,test,7,3,12,15.0
1705223,187802,102372,test,18,0,10,8.0
1334706,1816505,80183,prior,6,0,17,14.0
3018278,2744211,182160,prior,16,5,8,1.0
1819645,2904809,109279,prior,25,3,12,1.0
811925,528024,48847,prior,13,0,0,21.0
7678,2288246,470,prior,15,1,13,13.0
1544464,451651,92766,prior,8,0,8,5.0
1821332,2256047,109371,prior,8,1,7,6.0
542376,2465592,32690,prior,13,4,9,8.0
2522667,1745282,151840,prior,24,5,11,8.0
797023,2371538,47929,prior,4,1,8,5.0
840183,1987644,50473,prior,20,6,12,1.0
2992547,2194607,180546,prior,2,2,16,6.0
2865023,947725,172852,prior,6,4,14,28.0
250755,1168031,15163,train,8,0,13,28.0
2240408,632772,134938,prior,15,3,18,9.0
2995748,2399548,180743,prior,13,6,8,4.0
1029352,859168,61901,prior,4,4,14,28.0
2869468,26545,173121,prior,6,2,15,13.0
924060,1468465,55458,prior,13,0,13,5.0
913235,1451613,54838,prior,19,4,11,3.0
2876183,1299146,173531,prior,3,1,18,30.0
1822188,1519942,109423,test,26,6,20,5.0
740027,3088214,44560,prior,16,4,10,5.0
3125020,2171548,188407,prior,3,3,7,3.0
2275698,2641186,137042,prior,8,3,11,23.0
1351279,443276,81204,prior,2,0,15,30.0
733903,980901,44171,prior,31,1,12,1.0
657254,1858866,39596,prior,4,1,15,28.0
2249956,1639406,135494,prior,14,6,8,14.0
322083,2721683,19500,prior,69,0,11,3.0
3091539,1956651,186440,prior,10,0,17,7.0
3268182,520032,196981,prior,10,3,11,1.0
525316,2169396,31669,prior,6,1,10,5.0
1632244,611894,97991,prior,5,0,13,6.0
162441,1609115,9786,prior,31,6,21,7.0
2710304,2084650,163241,prior,33,1,23,5.0
2290630,1726079,137979,prior,39,6,11,10.0
745353,2695667,44870,prior,63,2,16,5.0
1415117,2824674,85016,prior,4,2,9,6.0
690810,1521672,41637,prior,14,2,11,21.0
990877,2248810,59551,test,4,2,16,8.0
1858412,2926196,111557,prior,3,0,14,15.0
564364,2587000,34000,prior,85,6,3,1.0
1593789,733629,95705,prior,14,1,7,5.0
305019,2981946,18437,test,12,5,18,19.0
2702406,623611,162755,prior,4,0,18,10.0
1843193,735965,110656,prior,4,0,11,0.0
2387949,3326620,143710,prior,2,5,11,4.0
1502836,1235930,90306,prior,6,3,10,8.0
1102478,3228907,66389,prior,34,2,23,20.0
276832,1715185,16725,prior,19,0,11,2.0
2215907,1060687,133491,prior,24,6,16,5.0
3131220,902050,188753,prior,23,0,18,4.0
2654584,2462940,159776,prior,4,3,14,7.0
2315799,1810439,139471,prior,15,4,10,10.0
3211672,1139381,193639,prior,5,4,8,23.0
192266,2442902,11647,prior,12,4,16,8.0
2332210,2514617,140408,prior,2,3,14,4.0
303690,1466645,18361,prior,5,0,21,2.0
463248,3084807,27893,prior,6,4,11,2.0
3071014,84336,185225,prior,11,1,21,13.0
593168,2376744,35750,prior,14,6,17,7.0
2159023,2354941,129867,prior,77,3,11,0.0
1029848,1464102,61939,prior,2,2,8,12.0
3226030,1755527,194485,prior,28,3,15,2.0
1620197,1127512,97288,prior,20,0,13,4.0
1370777,1796858,82388,prior,32,1,10,7.0
2418848,1954524,145550,prior,16,6,15,0.0
675326,2208385,40729,prior,8,0,13,12.0
1836966,1634860,110302,prior,12,1,9,7.0
1951543,1155021,117167,prior,75,3,15,2.0
1934092,3329840,116164,prior,6,3,13,7.0
2976560,2351750,179642,prior,12,2,12,1.0
1410025,1444821,84715,prior,15,5,19,7.0
2697349,2423078,162452,prior,14,3,15,16.0
1531615,41919,91989,prior,56,5,13,4.0
515170,3319434,31070,prior,25,1,9,15.0
1110028,2589741,66788,prior,4,1,17,2.0
486546,988153,29344,prior,23,4,10,1.0
1048042,2965459,63073,prior,26,4,12,2.0
340369,3173655,20614,prior,26,6,15,7.0
2608142,2402538,157004,prior,5,6,8,7.0
1772668,2517183,106445,prior,37,4,13,30.0
1083770,2512248,65288,prior,2,0,13,19.0
84483,2757780,5174,prior,29,0,8,7.0
574656,3007382,34602,prior,45,4,10,7.0
2277225,1344115,137140,prior,11,5,12,21.0
3094249,230380,186584,prior,10,0,10,12.0
3041159,472393,183473,prior,12,3,11,30.0
573293,3418646,34526,prior,41,0,17,2.0
2452490,2991023,147593,prior,19,5,9,13.0
2346660,1610634,141269,prior,31,3,14,5.0
827001,2237495,49747,prior,2,5,16,4.0
1516010,2774844,91122,prior,46,1,13,6.0
616448,2773393,37154,prior,6,6,9,9.0
48086,513332,2967,prior,33,0,14,8.0
1757198,860694,105465,prior,14,6,16,12.0
36220,2553610,2241,prior,59,2,21,3.0
1334817,795540,80189,prior,27,5,12,2.0
1663509,813000,99874,prior,4,5,11,14.0
3069750,88034,185156,prior,7,3,18,1.0
3291807,921731,198397,prior,18,3,13,3.0
2286481,431,137716,prior,39,1,11,8.0
944473,3090684,56665,prior,41,5,17,1.0
2146674,3104934,129140,prior,16,1,0,30.0
2320040,606085,139708,train,7,1,10,19.0
2669318,2632586,160681,prior,15,1,16,8.0
69997,2185765,4333,prior,7,3,17,6.0
359378,118626,21711,prior,3,5,14,6.0
3055434,833770,184296,prior,15,4,13,3.0
3139455,1374306,189281,prior,6,0,13,24.0
209368,363504,12650,prior,5,3,14,0.0
3082887,476160,185910,prior,10,6,10,7.0
277718,839519,16776,prior,28,6,15,2.0
2455775,905512,147802,prior,4,2,12,8.0
914629,3047059,54903,prior,14,1,11,9.0
3321196,364731,200175,prior,10,0,14,7.0
2853819,3194903,172202,prior,8,1,10,8.0
847068,2935397,50903,prior,4,0,11,15.0
1785902,1500921,107256,prior,2,2,12,18.0
190067,2341026,11505,prior,24,3,11,14.0
2120190,1841689,127506,prior,45,3,20,3.0
613109,2446368,36970,prior,35,5,17,5.0
1646591,1454035,98868,prior,33,6,14,6.0
433612,490320,26053,prior,25,4,14,30.0
3215469,2924779,193864,prior,30,3,19,11.0
1392147,697489,83678,prior,5,4,4,24.0
2504296,2511161,150757,prior,15,1,14,4.0
521265,1447073,31427,prior,20,0,10,7.0
763137,288873,45889,prior,43,1,13,6.0
1926081,2166586,115688,prior,8,6,8,8.0
456439,2575053,27485,test,27,3,16,4.0
2579322,198056,155231,prior,8,1,10,28.0
123426,3024086,7437,train,7,2,17,30.0
50312,1348814,3124,prior,3,5,19,0.0
1415475,1068141,85037,prior,9,2,18,2.0
899478,2858047,54017,prior,3,0,12,7.0
39786,1558990,2456,prior,9,3,10,2.0
2889348,1064436,174337,prior,10,2,13,5.0
1294388,1303991,77848,prior,14,5,9,22.0
271370,2092003,16402,train,4,0,18,30.0
1465616,347595,88097,prior,5,1,12,0.0
2951908,544095,178119,prior,4,6,7,10.0
3254267,2872666,196145,prior,37,2,17,4.0
2143805,937331,128964,prior,9,0,17,7.0
2775988,1557184,167357,prior,10,2,10,3.0
792275,2373173,47640,prior,10,1,8,1.0
89446,2926948,5417,prior,4,3,17,11.0
1010170,2025242,60706,prior,26,3,20,7.0
2383489,3279247,143429,prior,2,4,18,0.0
1591364,3351411,95557,prior,4,1,12,13.0
594268,2167797,35818,prior,5,0,14,7.0
166741,305759,10063,prior,44,5,11,11.0
3328165,1697415,200589,prior,4,0,15,30.0
40722,234350,2510,prior,6,1,12,13.0
2011367,2317467,120862,prior,3,6,13,13.0
653588,3062474,39347,prior,16,5,22,5.0
2693049,2707151,162200,prior,3,0,19,6.0
1245483,1731437,74884,prior,29,3,9,1.0
2093467,1271619,125875,prior,5,4,11,6.0
730318,829283,43966,prior,36,3,13,3.0
3055983,236079,184333,prior,5,6,14,7.0
60020,2854312,3706,prior,2,0,15,12.0
730205,382693,43960,prior,3,6,0,14.0
613431,957171,36987,prior,44,0,16,3.0
2279178,1001467,137265,prior,27,6,19,2.0
3345493,3025153,201652,prior,9,1,15,5.0
1954993,2597077,117388,prior,23,2,1,7.0
368628,2651638,22267,prior,15,1,11,8.0
1677655,960646,100710,prior,6,5,16,8.0
2552789,2749906,153601,prior,7,1,19,22.0
2092792,2179255,125828,prior,66,6,18,3.0
3076414,230522,185531,prior,6,0,12,1.0
541012,1481870,32618,prior,3,6,22,4.0
2128244,1375902,127995,prior,35,6,13,6.0
1318464,2789326,79251,prior,33,3,10,1.0
730056,2553991,43951,prior,2,0,20,15.0
1691090,2543384,101503,prior,11,6,17,1.0
1099223,1313880,66209,prior,2,5,19,10.0
1429906,3022463,85926,prior,7,2,10,9.0
1909369,2897186,114656,prior,9,2,17,7.0
2953595,3380943,178228,prior,14,0,9,23.0
165605,3272690,10000,prior,3,1,11,2.0
223382,1701973,13496,prior,22,1,14,5.0
1712066,2478717,102792,prior,3,0,16,15.0
1717269,620030,103118,prior,26,0,13,5.0
1754076,929791,105278,prior,2,4,5,30.0
2545347,2499277,153144,prior,14,4,15,4.0
1849257,2985894,110988,prior,29,1,8,7.0
3315443,2440974,199861,prior,6,2,11,13.0
198119,2524369,11997,prior,82,1,8,3.0
2941864,2274086,177494,prior,26,5,18,6.0
2781180,2780819,167682,prior,3,6,16,6.0
3306895,1825659,199306,prior,21,2,10,1.0
945156,2123583,56700,prior,11,3,15,2.0
1389589,1572195,83515,prior,4,1,11,7.0
15577,3306179,968,prior,42,3,12,7.0
882820,1278318,53038,prior,2,6,17,15.0
3230677,158788,194749,prior,9,3,9,8.0
553476,2669424,33373,prior,13,0,11,30.0
1918451,1963446,115211,prior,15,1,8,16.0
374593,3304710,22548,prior,17,1,7,7.0
1588984,437237,95412,prior,14,6,12,10.0
2018152,1716527,121263,prior,31,1,16,30.0
2164688,925495,130235,prior,21,5,11,30.0
3344540,1983502,201606,prior,30,2,8,28.0
1920975,1957036,115375,prior,23,6,10,5.0
1923157,407552,115507,prior,4,4,21,13.0
2547959,2631689,153312,prior,21,0,13,13.0
605564,2470090,36517,prior,10,5,11,10.0
3276823,1627427,197500,prior,10,4,8,6.0
3173274,512361,191343,train,16,3,16,13.0
179126,896752,10817,prior,21,2,16,4.0
2301737,2991630,138602,prior,27,0,14,6.0
28459,514786,1755,prior,20,0,22,6.0
2375567,2665341,142977,prior,61,2,10,1.0
3327289,1003858,200541,prior,9,6,12,30.0
279557,3275828,16902,prior,15,3,15,9.0
885142,444387,53179,prior,17,5,18,10.0
292677,3249207,17713,prior,7,3,19,4.0
3249762,593235,195871,prior,4,1,8,29.0
428491,1763179,25760,prior,4,1,18,12.0
388802,2972363,23365,prior,17,2,14,16.0
1127425,2182929,67786,prior,31,2,14,12.0
2374562,869817,142929,prior,36,2,15,5.0
1023551,2357688,61530,prior,17,3,14,11.0
998195,3098557,59978,prior,3,3,13,6.0
2224229,2129244,133983,prior,86,6,9,1.0
1695068,1178877,101727,prior,29,0,1,7.0
2403894,939558,144668,prior,22,1,17,7.0
2818023,3175871,170020,prior,27,5,13,4.0
2234594,1612215,134597,prior,12,0,16,9.0
2864160,243393,172801,prior,7,2,15,14.0
2236715,2838084,134734,prior,6,1,17,2.0
264750,612892,16040,prior,4,0,10,8.0
2405749,1724539,144802,prior,20,4,17,9.0
105184,450801,6368,prior,5,2,14,8.0
1559788,1136387,93678,prior,11,5,12,4.0
1691584,2246893,101526,prior,19,2,19,20.0
359624,521458,21731,prior,6,3,14,30.0
1641288,1402915,98538,prior,23,5,10,2.0
903186,3365982,54254,prior,6,4,8,1.0
1021557,2664125,61414,prior,37,0,18,5.0
2860388,476152,172597,train,20,6,9,29.0
3054756,2017497,184247,prior,9,2,13,9.0
779577,2406388,46864,prior,38,1,7,1.0
