,order_id,product_id,add_to_cart_order,reordered
1334625,3298172,40969,5,0
1339156,3308837,24236,10,0
221337,542288,8518,17,1
400950,980452,33647,17,0
1136158,2807482,24073,5,0
223575,547459,43369,2,1
330033,803586,15091,5,0
1373164,3395354,43249,20,0
984068,2428770,43352,2,0
346775,845339,44177,10,0
429805,1050636,27966,2,1
1100856,2721228,38374,2,1
389520,950780,6962,22,0
620092,1525571,47766,3,1
606146,1490785,49678,16,1
1152473,2847894,22227,5,1
129492,316271,6104,5,1
173511,425554,343,8,1
1185544,2929774,27156,8,0
800729,1972906,12576,1,1
130061,317559,21903,2,1
1358713,3357411,46842,3,1
214797,526239,39275,6,1
843052,2080220,45445,7,1
73929,182523,39275,20,1
455786,1115501,47734,18,0
1262513,3119516,4210,8,0
667194,1640888,45767,3,1
741539,1825319,16349,18,0
95868,237856,48135,2,0
878234,2166214,28348,2,0
14672,35314,27720,3,1
1067067,2638183,27845,1,1
992048,2450292,36695,1,1
710122,1746019,28531,13,0
1335745,3300846,37687,25,1
551767,1356834,17270,10,0
809746,1997082,37147,11,1
771068,1897200,32478,14,0
9724,23294,22950,19,0
618411,1521833,28008,5,1
1380154,3411343,26790,9,0
1130933,2795155,8087,17,1
1359411,3359278,37766,2,1
1185058,2928862,3562,7,0
748917,1843153,7952,1,1
414482,1015146,46473,6,0
1114851,2754902,24838,14,1
273203,665124,5876,7,1
269745,656865,45840,1,1
447470,1095774,45535,8,0
997172,2462233,46041,1,1
164426,402508,23029,5,0
1242394,3068408,16759,9,0
183213,449322,28278,5,1
39335,96919,9076,12,1
369668,902519,39578,42,0
1223887,3024756,3397,7,0
158856,387848,23938,14,0
844032,2083296,24852,1,0
1152517,2847980,17867,2,1
629389,1549277,45541,11,0
678778,1667483,21580,1,0
1168611,2888154,24184,9,0
308758,751989,46266,10,0
576836,1418286,21137,8,1
927004,2288091,34969,13,1
152022,371461,16659,24,1
450841,1103590,19057,12,1
709540,1744650,4462,8,1
754396,1857179,35921,3,0
43723,107908,2469,7,0
322487,785032,35731,4,1
665460,1636893,18104,1,1
824440,2033130,23634,1,1
382545,934002,40396,4,0
359738,875070,6578,3,0
838669,2067984,20119,10,1
681047,1672350,13328,1,0
448967,1099322,31964,6,1
395411,966059,30391,11,0
237728,580697,4896,3,0
324695,790145,46372,1,0
772846,1902387,23965,10,0
1188792,2936916,30391,6,1
700552,1722038,7570,9,0
550195,1353870,10385,14,1
828611,2043204,20734,6,0
1021119,2525599,34040,3,1
334452,814373,25017,1,1
925208,2282905,39424,5,1
615006,1513897,3787,3,0
57508,141115,46138,1,0
596074,1465949,43904,13,1
721936,1774954,21903,19,1
429952,1050933,3075,11,0
1111994,2748291,1244,22,0
449129,1099868,49352,3,1
802795,1978725,14890,6,1
478748,1172647,12541,1,1
358880,873212,26168,18,0
346610,844829,24489,7,1
831321,2049517,33957,5,1
782537,1926460,42356,14,1
521390,1281176,42768,12,0
1136733,2808749,1999,14,0
78633,194712,22935,1,1
1333291,3294737,7781,2,1
233746,571129,10032,1,1
623559,1534623,19048,18,0
1170118,2891368,12467,1,1
192145,470733,38164,31,1
1142422,2821829,4562,23,1
93807,232881,45066,5,1
963906,2377906,24759,2,0
1258357,3110525,43875,39,0
1020460,2523725,24852,1,1
156556,382265,29449,15,0
677957,1665692,26209,3,1
1182210,2921292,3717,5,0
1167581,2885853,5547,7,0
185617,454186,48620,9,1
576801,1418191,41591,11,1
607985,1495592,44008,3,1
284446,691936,32864,8,1
101490,250162,32605,19,0
843623,2082121,35951,12,0
741699,1825594,5388,10,0
566809,1392497,42701,23,1
897200,2214359,2825,7,1
428836,1048693,26272,13,1
344232,838496,24799,4,0
331099,805877,33356,2,0
112931,276012,40593,4,0
615792,1515877,41920,1,0
432257,1056182,22151,7,1
1343624,3319948,15386,14,0
1168638,2888258,35395,1,0
587701,1445294,29864,14,1
263038,640908,15969,9,1
1253573,3098117,38622,8,0
309538,754290,11933,9,1
1033675,2555827,14399,16,1
378624,924274,22008,13,0
1250047,3088606,32939,1,0
1243368,3071027,31642,13,1
506501,1244097,6631,11,1
596001,1465687,46820,5,1
1250392,3089684,23576,2,0
173986,426442,4605,12,0
207650,508740,36127,2,1
1043500,2581141,49235,8,0
43349,106859,7803,5,0
1184829,2928078,38838,19,1
492967,1210242,22035,19,0
1130695,2794427,16014,3,1
1175067,2902493,13176,1,1
113417,277361,3762,18,0
1124099,2778674,32360,3,0
736108,1810707,40199,8,1
1267634,3131476,19478,4,1
659246,1621686,47209,1,1
1047447,2590609,22035,6,1
700713,1722326,14778,44,1
657481,1617273,20127,5,0
1371529,3391095,38911,2,0
82727,204095,8518,37,1
1087005,2685987,21903,13,0
1133493,2800956,24043,32,0
816276,2014068,39877,14,1
804014,1982329,40593,11,0
1041205,2575181,27284,3,1
1223319,3023203,1700,19,1
63003,155151,30958,12,0
147069,358895,3884,7,0
1373605,3396341,6297,10,1
1339371,3309471,27845,8,1
46774,115079,28204,3,1
1120468,2768656,25,2,1
210536,516310,9796,13,0
555040,1365145,21938,24,0
739883,1821268,29674,5,0
1182423,2921688,5618,1,0
178877,439394,49326,13,1
373758,913123,42585,5,1
1382102,3415982,3358,8,0
667939,1642173,24561,5,0
1365990,3377126,7781,14,1
394956,964617,10613,11,1
646915,1592292,21903,3,1
267247,651603,5456,9,1
306130,744831,35939,10,0
1142851,2822999,31292,1,1
843800,2082607,12206,7,0
1064317,2631667,16797,5,1
909528,2245171,13292,1,0
457439,1119848,10724,10,0
251009,612690,21850,28,1
225273,551372,29553,19,0
183645,449921,16489,9,1
604271,1486057,27966,2,1
381094,929959,44359,19,1
945590,2332951,36772,11,1
146984,358777,24852,1,1
248082,605436,29987,4,1
628777,1547837,25146,23,1
693400,1704744,20914,4,0
165560,404995,44072,9,0
74253,183602,30780,2,1
1091871,2698740,6046,21,0
1311189,3238560,21295,5,1
645241,1587985,2536,10,1
1108731,2740516,35761,27,0
670948,1648802,14898,2,1
115616,282974,34126,9,0
276051,672457,17033,7,1
124349,304294,6670,4,1
13429,32493,10895,4,0
1913,4726,19470,10,0
672700,1652846,22935,24,0
370128,903622,13870,12,0
639001,1573024,13083,21,0
361582,879975,34966,18,1
988061,2439944,27966,3,1
937112,2312220,47226,6,1
1222160,3020055,21283,33,0
1047224,2590023,23806,7,0
627531,1545226,37646,4,1
91757,228140,8587,6,1
854905,2110284,27714,9,1
1379789,3410780,9076,18,0
316412,770290,12732,1,1
1118957,2764833,8053,6,1
237507,580185,46666,8,1
933124,2302781,8671,11,1
482284,1182550,7035,1,1
1070328,2645320,16965,7,1
181658,445412,21405,4,0
1052488,2603999,11461,5,0
438879,1073844,27966,5,0
1062216,2626694,21405,2,1
936232,2310290,29898,14,0
784240,1930854,13198,1,0
1178893,2911707,24852,1,1
532574,1307823,35951,1,1
1213186,2996305,24964,10,1
352893,859616,28398,5,0
1292574,3192993,33768,7,1
769613,1893890,4942,8,0
378040,922567,11116,1,0
374131,913804,13640,9,0
374314,914097,21498,8,1
368915,900588,9825,29,1
351014,854725,22935,4,1
332982,810232,37033,7,1
79904,197549,44245,4,1
865360,2134568,49401,8,1
244482,596493,41950,21,0
340840,830853,22080,6,0
900139,2222034,41125,4,1
416522,1020176,35473,3,0
449572,1100634,38974,6,1
1129153,2791277,32655,1,1
1113146,2751101,24701,4,0
818217,2018392,42980,9,1
940814,2321003,28199,14,1
1283483,3170187,39218,12,0
772658,1901972,45296,22,1
1085649,2682651,26209,7,0
838371,2067227,21295,14,1
1062830,2628078,21117,8,0
383570,935947,47209,3,1
108483,266206,48034,5,1
784507,1931516,44987,7,1
1145566,2829726,21903,4,1
861091,2124938,39993,6,1
450110,1101692,28917,6,0
481378,1180263,43122,6,1
792953,1953378,31343,12,1
323714,787894,42352,11,1
1038359,2567704,36253,5,1
298367,726597,26211,15,1
340922,831089,23719,2,1
406059,993602,35752,3,1
395634,966738,31985,1,1
1308554,3232439,13914,8,1
538112,1322693,29397,14,0
24777,59522,44142,13,0
217456,532372,36869,5,0
852941,2105700,35504,1,1
1132931,2799612,17794,19,1
1139504,2815441,5184,10,0
1373476,3396111,19677,4,1
233138,569851,12154,6,1
1234801,3050172,33184,12,0
826565,2038492,32029,4,0
312768,761487,31113,1,1
1259689,3113520,24852,25,1
108101,265454,8571,2,1
1319472,3259962,49131,1,1
341845,832956,12508,8,1
101261,249688,39984,13,0
502479,1233957,23909,1,1
1194775,2951601,20588,10,0
1223907,3024864,22825,9,1
378516,924077,48206,13,1
9359,22206,19051,9,1
1314638,3247688,11823,6,0
1320116,3261446,3481,7,1
1186660,2932194,23296,10,1
783308,1928520,28913,8,0
758915,1869366,44455,9,0
1259508,3113121,44910,6,0
397636,972030,41787,14,1
536660,1318717,47792,6,1
849792,2097729,21903,2,1
86107,213934,30776,1,1
1039442,2571095,27576,1,1
47883,117717,37736,6,0
978039,2412018,35898,2,0
1322854,3267854,12576,7,0
1128739,2789933,17429,7,0
354361,862733,41844,11,1
716713,1761979,14651,11,1
684007,1680783,34126,4,1
20737,50228,25720,2,0
86904,215909,24899,5,0
1161759,2872033,4493,11,1
570810,1403354,21709,4,1
1043498,2581141,37710,6,1
771689,1899083,45633,9,1
1094020,2704353,31805,1,1
1110289,2743925,18567,20,1
1008372,2491530,48871,8,0
658920,1620710,48205,2,0
1199654,2963161,16254,4,0
1120133,2767640,31640,9,0
1009792,2494990,20152,23,0
320290,780026,47621,5,1
1038364,2567704,20158,10,1
410807,1005751,46703,3,1
437106,1069209,35951,1,1
1322443,3266890,19057,3,0
1276414,3153528,44359,11,1
477428,1170019,27966,10,1
1352224,3340689,5212,7,0
1133241,2800450,13409,6,0
1232137,3043300,17794,3,0
1170720,2893057,23044,18,1
473998,1161408,45566,1,0
724115,1780597,13198,4,0
1098387,2714671,5024,20,0
230131,563443,27845,14,1
556209,1368264,24761,4,0
441170,1079622,46011,6,0
919375,2269079,49191,7,0
532165,1306760,40396,5,0
430835,1052691,46990,11,0
332752,809763,39566,3,0
854131,2108400,45364,14,1
956308,2359053,2960,8,1
924425,2281184,41594,4,1
1010509,2496656,17007,2,1
606745,1492611,24009,7,1
1304229,3220758,31613,20,0
887633,2190220,40600,20,0
745048,1832468,12456,8,0
370775,905104,24852,2,1
674343,1656674,27344,4,0
949734,2342822,43693,1,1
541377,1332449,28083,7,1
604474,1486509,46979,10,0
839052,2068766,13838,4,0
1219160,3011740,27238,30,0
310744,757401,33356,2,0
736326,1811419,48079,11,0
735831,1809892,37940,7,1
374564,914632,5134,24,0
448242,1097576,41149,6,0
122579,299700,432,1,1
1352713,3341974,27663,5,1
359783,875224,47877,2,1
152315,371985,47209,7,1
963395,2376859,31717,5,1
117952,288258,35715,19,0
305711,743999,49192,12,0
